"Acetylcholine","Dopamine","GABA","Glutamate","Octopamine","Serotonin","unknown","104198-Gal4","5-HT1A-Gal4","5-HT1B-Gal4","Cha-Gal4","E0585-Gal4","fru-Gal4","G0239-Gal4","Gad1-Gal4","GH298-Gal4","Kra-Gal4","npf-Gal4","Tdc2-Gal4","TH-Gal4","Trh-Gal4","VGlut-Gal4","VT4419-Gal4","VT449-Gal4","VT8167-Gal4","day 1","day 2","day 3","day 4","day 5","day 6","day 7","day 8","day 9","embryo","Auditory","Motor","OlfactoryCore","OlfactoryLeft","OlfactoryRight","PreMotor","VisionLeft","VisionRight"
0.216017634092579,0.00955180014695077,0.322556943423953,0.374724467303453,0.000734753857457752,0.0242468772961058,0.0521675238795004,0,0,0,0.216017634092579,0.00220426157237325,0.0492285084496694,0,0.322556943423953,0,0,0.000734753857457752,0.000734753857457752,0.00955180014695077,0.0242468772961058,0.374724467303453,0,0,0,0.0933137398971344,0.11094783247612,0.121969140337987,0.128581925055107,0.105069801616458,0.0940484937545922,0.0903747244673034,0.0646583394562821,0.0639235855988244,0.127112417340191,0.000734753857457752,0,0,0,0,0,0.00514327700220426,0.994121969140338
0.246153846153846,0.00404858299595142,0.290688259109312,0.376518218623482,0,0.0210526315789474,0.0615384615384615,0,0,0,0.246153846153846,0.00161943319838057,0.059919028340081,0,0.290688259109312,0,0,0,0,0.00404858299595142,0.0210526315789474,0.376518218623482,0,0,0,0.102024291497976,0.0963562753036437,0.139271255060729,0.131174089068826,0.107692307692308,0.0939271255060729,0.0931174089068826,0.0639676113360324,0.0518218623481781,0.120647773279352,0,0,0,0,0,0,0.992712550607287,0.00728744939271255
0.222772277227723,0.00099009900990099,0.52970297029703,0.0841584158415841,0,0.00099009900990099,0.161386138613861,0,0.0118811881188119,0.00198019801980198,0.222772277227723,0.00198019801980198,0.145544554455446,0,0.52970297029703,0,0,0,0,0.00099009900990099,0.00099009900990099,0.0841584158415841,0,0,0,0.102970297029703,0.101980198019802,0.113861386138614,0.138613861386139,0.120792079207921,0.0940594059405941,0.0930693069306931,0.0683168316831683,0.0514851485148515,0.114851485148515,0.00198019801980198,0.00198019801980198,0.00297029702970297,0,0,0,0.992079207920792,0.00099009900990099
0.215189873417722,0.00345224395857307,0.55005753739931,0.0713463751438435,0,0.00230149597238205,0.15765247410817,0,0.0115074798619102,0,0.215189873417722,0.00115074798619102,0.143843498273878,0,0.55005753739931,0,0,0.00115074798619102,0,0.00345224395857307,0.00230149597238205,0.0713463751438435,0,0,0,0.0747986191024166,0.12313003452244,0.116225546605293,0.141542002301496,0.110471806674338,0.097813578826237,0.109321058688147,0.0529344073647871,0.0540851553509781,0.119677790563867,0.00575373993095512,0.00115074798619102,0.0046029919447641,0,0,0,0.00230149597238205,0.986191024165708
0.186101295641932,0.00235571260306243,0.619552414605418,0.140164899882214,0,0.0141342756183746,0.0376914016489988,0,0,0.00117785630153121,0.186101295641932,0.00117785630153121,0.0341578327444052,0,0.619552414605418,0,0,0.00117785630153121,0,0.00235571260306243,0.0141342756183746,0.140164899882214,0,0,0,0.109540636042403,0.104829210836278,0.108362779740872,0.128386336866902,0.106007067137809,0.111896348645465,0.0918727915194346,0.0765606595995289,0.0577149587750295,0.104829210836278,0.0117785630153121,0.00117785630153121,0.00117785630153121,0,0,0,0,0.985865724381626
0.158031088082902,0,0.628238341968912,0.145077720207254,0,0.0246113989637306,0.0440414507772021,0,0,0,0.158031088082902,0.00129533678756477,0.0414507772020725,0,0.628238341968912,0,0,0.00129533678756477,0,0,0.0246113989637306,0.145077720207254,0,0,0,0.101036269430052,0.0958549222797928,0.11139896373057,0.130829015544041,0.133419689119171,0.110103626943005,0.0841968911917098,0.0803108808290155,0.0479274611398964,0.104922279792746,0.00259067357512953,0.00259067357512953,0.00647668393782383,0,0,0,0.988341968911917,0
0.26338329764454,0.00428265524625268,0.353319057815846,0.15203426124197,0,0.00428265524625268,0.222698072805139,0,0.00214132762312634,0.00642398286937901,0.26338329764454,0.0385438972162741,0.17558886509636,0,0.353319057815846,0,0,0,0,0.00428265524625268,0.00428265524625268,0.15203426124197,0,0,0,0.102783725910064,0.132762312633833,0.122055674518201,0.117773019271949,0.119914346895075,0.0985010706638116,0.0835117773019272,0.0599571734475375,0.0256959314775161,0.137044967880086,0,0,0.528907922912206,0.453961456102784,0,0,0.0171306209850107,0
0.154897494305239,0.00911161731207289,0.366742596810934,0.132118451025057,0,0.113895216400911,0.223234624145786,0,0.0136674259681093,0,0.154897494305239,0.00455580865603645,0.193621867881549,0,0.366742596810934,0,0,0.0113895216400911,0,0.00911161731207289,0.113895216400911,0.132118451025057,0,0,0,0.0865603644646925,0.0706150341685649,0.0933940774487472,0.125284738041002,0.202733485193622,0.123006833712984,0.111617312072893,0.0569476082004556,0.0387243735763098,0.0911161731207289,0.0911161731207289,0.00227790432801822,0.00455580865603645,0,0,0,0.895216400911162,0.00683371298405467
0.246575342465753,0,0.319634703196347,0.175799086757991,0,0.00684931506849315,0.251141552511416,0,0,0.0045662100456621,0.246575342465753,0,0.246575342465753,0,0.319634703196347,0,0,0,0,0,0.00684931506849315,0.175799086757991,0,0,0,0.089041095890411,0.132420091324201,0.127853881278539,0.155251141552511,0.134703196347032,0.089041095890411,0.0753424657534247,0.0410958904109589,0.0502283105022831,0.105022831050228,0.0159817351598174,0,0.938356164383562,0,0.045662100456621,0,0,0
0.1725768321513,0.016548463356974,0.390070921985816,0.0803782505910165,0,0.151300236406619,0.189125295508274,0,0.00236406619385343,0.00236406619385343,0.1725768321513,0,0.179669030732861,0,0.390070921985816,0,0,0.00472813238770686,0,0.016548463356974,0.151300236406619,0.0803782505910165,0,0,0,0.0898345153664303,0.0709219858156028,0.0780141843971631,0.099290780141844,0.179669030732861,0.125295508274232,0.118203309692671,0.0756501182033097,0.0543735224586288,0.108747044917258,0.0567375886524823,0.00709219858156028,0.00945626477541371,0,0.00236406619385343,0.00236406619385343,0,0.921985815602837
0.21256038647343,0.00241545893719807,0.42512077294686,0.173913043478261,0,0.0120772946859903,0.173913043478261,0,0.00966183574879227,0,0.21256038647343,0.0410628019323671,0.123188405797101,0,0.42512077294686,0,0,0,0,0.00241545893719807,0.0120772946859903,0.173913043478261,0,0,0,0.120772946859903,0.0821256038647343,0.0869565217391304,0.120772946859903,0.14975845410628,0.142512077294686,0.108695652173913,0.0483091787439614,0.0338164251207729,0.106280193236715,0.00241545893719807,0.0193236714975845,0.253623188405797,0,0.659420289855072,0,0,0.0652173913043478
0.100286532951289,0,0.0945558739255014,0.418338108882521,0,0.0687679083094556,0.318051575931232,0,0.0200573065902579,0,0.100286532951289,0.00286532951289398,0.246418338108883,0,0.0945558739255014,0,0,0.0487106017191977,0,0,0.0687679083094556,0.418338108882521,0,0,0,0.0429799426934097,0.0343839541547278,0.0802292263610315,0.234957020057307,0.226361031518625,0.137535816618911,0.0744985673352436,0.0544412607449857,0.0257879656160458,0.0888252148997135,0.994269340974212,0,0.00286532951289398,0,0,0,0.00286532951289398,0
0.225,0.0285714285714286,0.317857142857143,0.157142857142857,0,0.0321428571428571,0.239285714285714,0,0.00714285714285714,0,0.225,0.0178571428571429,0.214285714285714,0,0.317857142857143,0,0,0,0,0.0285714285714286,0.0321428571428571,0.157142857142857,0,0,0,0.103571428571429,0.114285714285714,0.110714285714286,0.189285714285714,0.114285714285714,0.0464285714285714,0.1,0.0571428571428571,0.0357142857142857,0.128571428571429,0.00357142857142857,0.0142857142857143,0.632142857142857,0.142857142857143,0,0.00357142857142857,0.203571428571429,0
0.0277777777777778,0,0.170634920634921,0.623015873015873,0,0.0476190476190476,0.130952380952381,0,0.00396825396825397,0,0.0277777777777778,0,0.0912698412698413,0,0.170634920634921,0,0,0.0357142857142857,0,0,0.0476190476190476,0.623015873015873,0,0,0,0.0357142857142857,0.0674603174603174,0.0714285714285714,0.134920634920635,0.19047619047619,0.170634920634921,0.138888888888889,0.0912698412698413,0.0357142857142857,0.0634920634920635,0.0357142857142857,0.00396825396825397,0.00793650793650794,0.952380952380952,0,0,0,0
0.0992063492063492,0,0.900793650793651,0,0,0,0,0,0,0,0.0992063492063492,0,0,0,0.900793650793651,0,0,0,0,0,0,0,0,0,0,0.0753968253968254,0.154761904761905,0.134920634920635,0.0952380952380952,0.0952380952380952,0.0912698412698413,0.0952380952380952,0.0634920634920635,0.0515873015873016,0.142857142857143,0,0,0,0,0,1,0,0
0.147410358565737,0,0.852589641434263,0,0,0,0,0,0,0,0.147410358565737,0,0,0,0.852589641434263,0,0,0,0,0,0,0,0,0,0,0.127490039840637,0.099601593625498,0.103585657370518,0.0876494023904383,0.119521912350598,0.127490039840637,0.0796812749003984,0.0637450199203187,0.0876494023904383,0.103585657370518,0,0,0,0,0,1,0,0
0.0125523012552301,0,0.00836820083682008,0.694560669456067,0,0,0.284518828451883,0,0.209205020920502,0,0.0125523012552301,0.0125523012552301,0.0418410041841004,0,0.00836820083682008,0,0,0.0209205020920502,0,0,0,0.694560669456067,0,0,0,0.117154811715481,0.138075313807531,0.129707112970711,0.179916317991632,0.0585774058577406,0.0502092050209205,0.0669456066945607,0.0836820083682008,0.0292887029288703,0.146443514644351,0,0,0,0,0,1,0,0
0,0,0.11965811965812,0.581196581196581,0.00854700854700855,0,0.290598290598291,0,0.188034188034188,0.00854700854700855,0,0.0299145299145299,0.0299145299145299,0,0.11965811965812,0,0,0.0341880341880342,0.00854700854700855,0,0,0.581196581196581,0,0,0,0.166666666666667,0.170940170940171,0.132478632478632,0.123931623931624,0.094017094017094,0.0512820512820513,0.0854700854700855,0.0427350427350427,0.0256410256410256,0.106837606837607,0,0,0.00854700854700855,0,0,0.991452991452991,0,0
0.0614035087719298,0,0.649122807017544,0.0043859649122807,0.105263157894737,0.0087719298245614,0.171052631578947,0,0.0087719298245614,0,0.0614035087719298,0.0394736842105263,0.12280701754386,0,0.649122807017544,0,0,0,0.105263157894737,0,0.0087719298245614,0.0043859649122807,0,0,0,0.0921052631578947,0.109649122807018,0.131578947368421,0.171052631578947,0.162280701754386,0.0745614035087719,0.0745614035087719,0.0657894736842105,0.0175438596491228,0.100877192982456,0,0,0.0921052631578947,0,0,0.907894736842105,0,0
0.113207547169811,0,0.797169811320755,0.00943396226415094,0.0188679245283019,0,0.0613207547169811,0,0,0,0.113207547169811,0.0613207547169811,0,0,0.797169811320755,0,0,0,0.0188679245283019,0,0,0.00943396226415094,0,0,0,0.14622641509434,0.127358490566038,0.141509433962264,0.136792452830189,0.0471698113207547,0.0518867924528302,0.122641509433962,0.0707547169811321,0.080188679245283,0.0754716981132075,0,0,0,0,0,1,0,0
0.29126213592233,0.00970873786407767,0.286407766990291,0.20873786407767,0,0.0194174757281553,0.184466019417476,0,0.00970873786407767,0,0.29126213592233,0.0194174757281553,0.155339805825243,0,0.286407766990291,0,0,0,0,0.00970873786407767,0.0194174757281553,0.20873786407767,0,0,0,0.087378640776699,0.140776699029126,0.121359223300971,0.121359223300971,0.116504854368932,0.101941747572816,0.0776699029126214,0.0436893203883495,0.0436893203883495,0.145631067961165,0.0631067961165049,0,0.592233009708738,0.0145631067961165,0.00970873786407767,0,0.150485436893204,0.169902912621359
0.106598984771574,0.0050761421319797,0.0964467005076142,0.477157360406091,0.0710659898477157,0.131979695431472,0.111675126903553,0,0.0050761421319797,0,0.106598984771574,0,0.106598984771574,0,0.0964467005076142,0,0,0,0.0710659898477157,0.0050761421319797,0.131979695431472,0.477157360406091,0,0,0,0.0862944162436548,0.065989847715736,0.0812182741116751,0.192893401015228,0.126903553299492,0.182741116751269,0.0964467005076142,0.0558375634517767,0.0203045685279188,0.0913705583756345,0.0152284263959391,0.720812182741117,0.0050761421319797,0,0,0,0.233502538071066,0.0253807106598985
0.0406091370558376,0,0.34010152284264,0.314720812182741,0.0050761421319797,0.0152284263959391,0.284263959390863,0,0.0203045685279188,0,0.0406091370558376,0.0304568527918782,0.17258883248731,0,0.34010152284264,0,0,0.0609137055837563,0.0050761421319797,0,0.0152284263959391,0.314720812182741,0,0,0,0.106598984771574,0.0913705583756345,0.116751269035533,0.177664974619289,0.131979695431472,0.126903553299492,0.116751269035533,0.0456852791878173,0.0203045685279188,0.065989847715736,0,0,0.0101522842639594,0,0,0.989847715736041,0,0
0.0964467005076142,0.0558375634517767,0.248730964467005,0.17258883248731,0,0.0355329949238579,0.390862944162437,0,0,0,0.0964467005076142,0.0203045685279188,0.370558375634518,0,0.248730964467005,0,0,0,0,0.0558375634517767,0.0355329949238579,0.17258883248731,0,0,0,0.0710659898477157,0.0761421319796954,0.0558375634517767,0.187817258883249,0.192893401015228,0.106598984771574,0.111675126903553,0.0203045685279188,0.0304568527918782,0.147208121827411,0.0050761421319797,0,0.83756345177665,0,0,0.0152284263959391,0.0558375634517767,0.0862944162436548
0.138461538461538,0.0205128205128205,0.133333333333333,0.364102564102564,0,0.041025641025641,0.302564102564103,0,0.0205128205128205,0,0.138461538461538,0.0358974358974359,0.246153846153846,0,0.133333333333333,0,0,0,0,0.0205128205128205,0.041025641025641,0.364102564102564,0,0,0,0.0974358974358974,0.128205128205128,0.0974358974358974,0.117948717948718,0.164102564102564,0.143589743589744,0.0871794871794872,0.0512820512820513,0.0102564102564103,0.102564102564103,0.0769230769230769,0.651282051282051,0.00512820512820513,0,0,0,0.205128205128205,0.0615384615384615
0.0265957446808511,0.00531914893617021,0.159574468085106,0.611702127659574,0,0.0851063829787234,0.111702127659574,0,0,0,0.0265957446808511,0,0.0797872340425532,0,0.159574468085106,0,0,0.0319148936170213,0,0.00531914893617021,0.0851063829787234,0.611702127659574,0,0,0,0.0265957446808511,0.0372340425531915,0.111702127659574,0.0957446808510638,0.25531914893617,0.143617021276596,0.170212765957447,0.0851063829787234,0.0212765957446809,0.0531914893617021,0.0372340425531915,0,0.0159574468085106,0,0.946808510638298,0,0,0
0.129213483146067,0,0.820224719101124,0.0112359550561798,0.0168539325842697,0,0.0224719101123595,0,0,0,0.129213483146067,0.0224719101123595,0,0,0.820224719101124,0,0,0,0.0168539325842697,0,0,0.0112359550561798,0,0,0,0.140449438202247,0.112359550561798,0.106741573033708,0.101123595505618,0.112359550561798,0.0898876404494382,0.0842696629213483,0.0674157303370786,0.0674157303370786,0.117977528089888,0,0.00561797752808989,0,0,0,0.99438202247191,0,0
